hora_autorizacao,carrier_vtex,categoria produto,region,distancia,uf,dia da semana,cd_origem,City,categoria_distancia,dias_entrega2,prediction_label,prediction_dias_entrega,diff_day_auth_to_estimated2,baseline_otif,gap_baseline,OTIF_Previsto,gap_predict,dias_transportadora,prediction_dias_transportadora,gap_predict_transportadora
10.0,Mira,forno,Norte,228308500000000.0,PA,2.0,saocarlos,ananindeua,muitodistante,6,9.932693488311674,10.0,18,1,12,1,4.0,6.0,10.0,4.0
16.0,Mira,cooktop,Norte,2.4619882e+16,AP,2.0,saocarlos,macapa,muitodistante,13,17.12840821451968,17.0,21,1,8,1,4.0,13.0,16.0,3.0
16.0,Mira,maquina,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,14,20.04435959411891,20.0,27,1,13,1,6.0,14.0,20.0,6.0
19.0,Mira,forno,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,14,19.258796206809166,19.0,27,1,13,1,5.0,14.0,19.0,5.0
18.0,Favorita,maquina,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,19,21.429054076698876,21.0,27,1,8,1,2.0,19.0,21.0,2.0
8.0,Bertolini,cooktop,Norte,1.6483503e+16,RO,2.0,saocarlos,vilhena,muitodistante,13,11.129944437745333,11.0,34,1,21,0,-2.0,13.0,11.0,-2.0
16.0,Bertolini,cooktop,Norte,2029433700000000.0,PA,2.0,saocarlos,pacaja,muitodistante,20,14.774925002204562,15.0,41,1,21,0,-5.0,20.0,14.0,-6.0
20.0,Mira,maquina,Norte,1.077962e+16,TO,2.0,saocarlos,conceicaodotocantins,longadistancia,16,14.484595189863684,14.0,26,1,10,0,-2.0,15.0,14.0,-1.0
11.0,Mira,fogao,Norte,2.4633139e+16,AM,3.0,saocarlos,manaus,muitodistante,18,19.552546199688642,20.0,28,1,10,1,2.0,18.0,19.0,1.0
14.0,Mira,maquina,Norte,2.4619882e+16,AP,3.0,saocarlos,macapa,muitodistante,13,17.127368722179956,17.0,21,1,8,1,4.0,13.0,16.0,3.0
14.0,Mira,maquina,Norte,2.2732351e+16,PA,3.0,saocarlos,belem,muitodistante,7,10.706578689605525,11.0,17,1,10,1,4.0,7.0,10.0,3.0
14.0,Mira,maquina,Norte,2.2732351e+16,PA,3.0,saocarlos,belem,muitodistante,10,10.706578689605525,11.0,17,1,7,1,1.0,10.0,10.0,0.0
16.0,Mira,maquina,Norte,1.7226368e+16,TO,3.0,saocarlos,xambioa,muitodistante,13,15.58935618513664,16.0,31,1,18,1,3.0,13.0,15.0,2.0
13.0,Bertolini,cooktop,Norte,6560398000000000.0,TO,3.0,saocarlos,palmas,longadistancia,11,9.761790792320527,10.0,21,1,10,0,-1.0,10.0,10.0,0.0
18.0,Bertolini,cooktop,Norte,1.6483503e+16,RO,3.0,saocarlos,vilhena,muitodistante,12,11.864636759575202,12.0,32,1,20,1,0.0,11.0,12.0,1.0
20.0,Mira,maquina,Norte,2.2732351e+16,PA,3.0,saocarlos,belem,muitodistante,11,10.961064490127805,11.0,17,1,6,1,0.0,10.0,11.0,1.0
23.0,Mira,forno,Norte,228308500000000.0,PA,3.0,saocarlos,ananindeua,muitodistante,11,11.589556488169471,12.0,18,1,7,1,1.0,10.0,11.0,1.0
9.0,Mira,micro-ondas,Norte,2.4619882e+16,AP,3.0,saocarlos,macapa,muitodistante,19,17.40154817272323,17.0,21,1,2,0,-2.0,18.0,17.0,-1.0
11.0,Mira,fogao,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.37733989485647,11.0,17,1,6,1,0.0,11.0,11.0,0.0
16.0,Mira,maquina,Norte,1.150868e+16,TO,4.0,saocarlos,almas,longadistancia,12,13.594592171793316,14.0,27,1,15,1,2.0,12.0,13.0,1.0
17.0,Mira,maquina,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,10,11.165845573297188,11.0,17,1,7,1,1.0,10.0,11.0,1.0
17.0,Mira,maquina,Norte,2.4633139e+16,AM,4.0,saocarlos,manaus,muitodistante,17,21.049939686518016,21.0,30,1,13,1,4.0,17.0,21.0,4.0
18.0,Mira,forno,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,10,11.340302442280976,11.0,17,1,7,1,1.0,10.0,11.0,1.0
21.0,Mira,fogao,Norte,2.4633139e+16,AM,4.0,saocarlos,manaus,muitodistante,17,20.55493691043841,21.0,30,1,13,1,4.0,15.0,19.0,4.0
21.0,Mira,forno,Norte,2.4619882e+16,AP,4.0,saocarlos,macapa,muitodistante,19,17.96501397587953,18.0,23,1,4,0,-1.0,17.0,16.0,-1.0
23.0,Mira,forno,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.994617108117456,12.0,17,1,6,1,1.0,9.0,10.0,1.0
19.0,Mira,fogao,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,9,11.062720088156084,11.0,16,1,7,1,2.0,8.0,10.0,2.0
17.0,Bertolini,cooktop,Norte,1.6483503e+16,RO,5.0,saocarlos,vilhena,muitodistante,9,11.626438713677222,12.0,31,1,22,1,3.0,8.0,11.0,3.0
23.0,Mira,maquina,Norte,1.7226368e+16,TO,5.0,saocarlos,xambioa,muitodistante,11,16.263516077359398,16.0,30,1,19,1,5.0,9.0,14.0,5.0
13.0,Mira,maquina,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,10,10.870284416191609,11.0,16,1,6,1,1.0,8.0,10.0,2.0
11.0,Mira,maquina,Norte,1.1432021e+16,TO,6.0,saocarlos,chapadadanatividade,longadistancia,10,14.134318795391014,14.0,25,1,15,1,4.0,9.0,13.0,4.0
14.0,Mira,fogao,Norte,2.4633139e+16,AM,6.0,saocarlos,manaus,muitodistante,16,19.61272660775898,20.0,28,1,12,1,4.0,15.0,18.0,3.0
14.0,Mira,forno,Norte,2.2732351e+16,PA,6.0,saocarlos,belem,muitodistante,8,10.745168938805575,11.0,15,1,7,1,3.0,7.0,10.0,3.0
18.0,Mira,micro-ondas,Norte,2.4633139e+16,AM,4.0,saocarlos,manaus,muitodistante,18,20.557597236358006,21.0,30,1,12,1,3.0,15.0,19.0,4.0
8.0,Mira,forno,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,7,9.745805749900953,10.0,15,1,8,1,3.0,7.0,10.0,3.0
11.0,Mira,forno,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,15,17.877157957420874,18.0,28,1,13,1,3.0,15.0,18.0,3.0
11.0,Mira,forno,Norte,1453696800000000.0,TO,0.0,saocarlos,guarai,longadistancia,9,14.026327910261571,14.0,29,1,20,1,5.0,9.0,14.0,5.0
13.0,Mira,maquina,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,15,18.429857925363237,18.0,28,1,13,1,3.0,15.0,19.0,4.0
14.0,Mira,maquina,Norte,228308500000000.0,PA,0.0,saocarlos,ananindeua,muitodistante,7,9.647233252429604,10.0,16,1,9,1,3.0,7.0,9.0,2.0
9.0,Favorita,maquina,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,8,8.039552358193273,8.0,13,1,5,1,0.0,8.0,8.0,0.0
13.0,Favorita,maquina,Norte,2.4619882e+16,AP,0.0,saocarlos,macapa,muitodistante,14,16.857234653891112,17.0,24,1,10,1,3.0,14.0,17.0,3.0
13.0,Bertolini,cooktop,Norte,1.1014617e+16,TO,0.0,saocarlos,pontealtadobomjesus,longadistancia,9,10.2379486989154,10.0,31,1,22,1,1.0,9.0,10.0,1.0
22.0,Bertolini,cooktop,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,13,11.494306277960142,11.0,21,1,8,0,-2.0,13.0,11.0,-2.0
10.0,Mira,forno,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,13,10.223106298466401,10.0,15,1,2,0,-3.0,13.0,10.0,-3.0
13.0,Mira,maquina,Norte,1.002621e+16,TO,1.0,saocarlos,arraias,longadistancia,10,15.66011268544936,16.0,27,1,17,1,6.0,10.0,16.0,6.0
17.0,Mira,fogao,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,7,10.398009750480721,10.0,15,1,8,1,3.0,7.0,10.0,3.0
16.0,Favorita,micro-ondas,Norte,6560398000000000.0,TO,1.0,saocarlos,palmas,longadistancia,7,8.137532518185095,8.0,13,1,6,1,1.0,7.0,8.0,1.0
21.0,Bertolini,micro-ondas,Norte,2.2673983e+16,PA,1.0,saocarlos,barcarena,muitodistante,15,16.535658835176875,17.0,36,1,21,1,2.0,15.0,15.0,0.0
21.0,Mira,maquina,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,12,10.695455567462021,11.0,15,1,3,0,-1.0,11.0,10.0,-1.0
22.0,Mira,maquina,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,12,10.836026582566113,11.0,15,1,3,0,-1.0,11.0,10.0,-1.0
11.0,Mira,maquina,Norte,1372102900000000.0,TO,2.0,saocarlos,miracemadotocantins,longadistancia,12,12.022441497953226,12.0,32,1,20,1,0.0,12.0,12.0,0.0
13.0,Mira,maquina,Norte,1466034200000000.0,TO,1.0,saocarlos,araguacema,longadistancia,9,12.374165209305694,12.0,29,1,20,1,3.0,8.0,12.0,4.0
16.0,Mira,maquina,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,11,10.140367932829434,10.0,15,1,4,0,-1.0,11.0,10.0,-1.0
19.0,Mira,fogao,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,13,10.417838607945853,10.0,15,1,2,0,-3.0,13.0,10.0,-3.0
12.0,Bertolini,micro-ondas,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,18,18.717002278640216,19.0,33,1,15,1,1.0,18.0,19.0,1.0
17.0,Bertolini,cooktop,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,18,19.251129854639114,19.0,33,1,15,1,1.0,18.0,19.0,1.0
23.0,Mira,maquina,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,12,11.28479124222187,11.0,15,1,3,0,-1.0,11.0,11.0,0.0
15.0,Mira,forno,Norte,2.4633139e+16,AM,3.0,saocarlos,manaus,muitodistante,19,19.4687806705007,19.0,28,1,9,1,0.0,19.0,19.0,0.0
15.0,Mira,fogao,Norte,228308500000000.0,PA,3.0,saocarlos,ananindeua,muitodistante,10,10.487501766133068,10.0,18,1,8,1,0.0,10.0,10.0,0.0
15.0,Mira,forno,Norte,2.4633139e+16,AM,3.0,saocarlos,manaus,muitodistante,19,19.4687806705007,19.0,28,1,9,1,0.0,19.0,19.0,0.0
0.0,Mira,forno,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,10,11.281034450531896,11.0,17,1,7,1,1.0,10.0,11.0,1.0
13.0,Mira,forno,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.317362269891674,11.0,17,1,6,1,0.0,11.0,11.0,0.0
19.0,Mira,maquina,Norte,1133701200000000.0,TO,4.0,saocarlos,natividade,longadistancia,17,14.497369287688718,14.0,25,1,8,0,-3.0,17.0,13.0,-4.0
15.0,Favorita,maquina,Norte,6560398000000000.0,TO,4.0,saocarlos,palmas,longadistancia,11,9.909655655420533,10.0,13,1,2,0,-1.0,11.0,10.0,-1.0
17.0,Favorita,fogao,Norte,2.4619882e+16,AP,4.0,saocarlos,macapa,muitodistante,17,18.14519704756909,18.0,26,1,9,1,1.0,17.0,18.0,1.0
18.0,Favorita,fogao,Norte,2.4619882e+16,AP,4.0,saocarlos,macapa,muitodistante,18,18.49749990752737,18.0,26,1,8,1,0.0,18.0,18.0,0.0
19.0,Favorita,fogao,Norte,2.4619882e+16,AP,4.0,saocarlos,macapa,muitodistante,17,18.530819992733132,19.0,26,1,9,1,2.0,17.0,18.0,1.0
20.0,Rodobras,forno,Norte,6602175400000000.0,RR,5.0,saocarlos,cascavel,longadistancia,4,7.3212871114044695,7.0,11,1,7,1,3.0,3.0,5.0,2.0
20.0,Bertolini,cooktop,Norte,2.2483544e+16,RO,5.0,saocarlos,portovelho,muitodistante,12,12.940635308782738,13.0,19,1,7,1,1.0,11.0,12.0,1.0
12.0,Mira,maquina,Norte,2.2830438e+16,PA,6.0,saocarlos,benevides,muitodistante,16,14.629372299389832,15.0,16,1,0,0,-1.0,15.0,14.0,-1.0
16.0,Mira,forno,Norte,2.4633139e+16,AM,6.0,saocarlos,manaus,muitodistante,21,19.38532170938487,19.0,28,1,7,0,-2.0,20.0,18.0,-2.0
8.0,Mira,maquina,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,9,9.692322301686893,10.0,15,1,6,1,1.0,9.0,10.0,1.0
8.0,Mira,fogao,Norte,228308500000000.0,PA,0.0,saocarlos,ananindeua,muitodistante,9,9.24245395730353,9.0,17,1,8,1,0.0,9.0,9.0,0.0
11.0,Mira,maquina,Norte,2.2898438e+16,PA,0.0,saocarlos,castanhal,muitodistante,14,10.458447011483452,10.0,17,1,3,0,-4.0,14.0,10.0,-4.0
16.0,Mira,forno,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,17,18.466114772666764,18.0,27,1,10,1,1.0,17.0,18.0,1.0
9.0,Bertolini,cooktop,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,17,18.429474339515092,18.0,31,1,14,1,1.0,17.0,18.0,1.0
12.0,Bertolini,cooktop,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,17,18.479787746582872,18.0,31,1,14,1,1.0,17.0,18.0,1.0
15.0,Bertolini,cooktop,Norte,2092610500000000.0,RO,0.0,saocarlos,ariquemes,muitodistante,14,13.5699932017639,14.0,34,1,20,1,0.0,14.0,14.0,0.0
15.0,Bertolini,micro-ondas,Norte,3078409000000000.0,RR,0.0,saocarlos,boavista,muitodistante,20,21.18547486596567,21.0,34,1,14,1,1.0,20.0,21.0,1.0
17.0,Bertolini,cooktop,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,10,11.311467796348271,11.0,21,1,11,1,1.0,10.0,11.0,1.0
8.0,Mira,cooktop,Norte,2.4633139e+16,AM,1.0,saocarlos,manaus,muitodistante,26,19.37967209324435,19.0,27,1,1,0,-7.0,26.0,19.0,-7.0
8.0,Mira,forno,Norte,2.4633139e+16,AM,1.0,saocarlos,manaus,muitodistante,26,18.996509487526506,19.0,27,1,1,0,-7.0,26.0,19.0,-7.0
15.0,Mira,maquina,Norte,1.1432021e+16,TO,1.0,saocarlos,chapadadanatividade,longadistancia,21,14.615565212507192,15.0,26,1,5,0,-6.0,21.0,14.0,-7.0
17.0,Mira,fogao,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,13,10.398009750480721,10.0,14,1,1,0,-3.0,13.0,10.0,-3.0
9.0,Favorita,forno,Norte,6560398000000000.0,TO,1.0,saocarlos,palmas,longadistancia,13,8.441729961290982,8.0,12,0,-1,0,-5.0,13.0,8.0,-5.0
17.0,Mira,fogao,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,12,10.417838607945853,10.0,15,1,3,0,-2.0,12.0,10.0,-2.0
22.0,Bertolini,cooktop,Norte,2.4633139e+16,AM,2.0,saocarlos,manaus,muitodistante,21,19.352208793429604,19.0,32,1,11,0,-2.0,21.0,19.0,-2.0
23.0,Mira,maquina,Norte,2.2732351e+16,PA,3.0,saocarlos,belem,muitodistante,14,11.931320093070129,12.0,17,1,3,0,-2.0,13.0,12.0,-1.0
12.0,Mira,fogao,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.37733989485647,11.0,17,1,6,1,0.0,11.0,11.0,0.0
19.0,Mira,maquina,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,10,11.173681847545467,11.0,17,1,7,1,1.0,10.0,11.0,1.0
19.0,Favorita,maquina,Norte,2.4619882e+16,AP,4.0,saocarlos,macapa,muitodistante,16,18.68180648772261,19.0,25,1,9,1,3.0,16.0,18.0,2.0
11.0,Bertolini,cooktop,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,16,12.335070430803416,12.0,23,1,7,0,-4.0,16.0,13.0,-3.0
18.0,Bertolini,micro-ondas,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,16,12.266970795145049,12.0,23,1,7,0,-4.0,16.0,12.0,-4.0
19.0,Bertolini,cooktop,Norte,1.6483503e+16,RO,4.0,saocarlos,vilhena,muitodistante,10,12.138137981277875,12.0,31,1,21,1,2.0,10.0,12.0,2.0
20.0,Mira,fogao,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,17,11.41224822144288,11.0,17,1,0,0,-6.0,15.0,10.0,-5.0
0.0,Mira,maquina,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,12,11.003622005969856,11.0,16,1,4,0,-1.0,11.0,10.0,-1.0
10.0,Mira,cooktop,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,10,10.89962419722069,11.0,16,1,6,1,1.0,9.0,10.0,1.0
12.0,Mira,maquina,Norte,228308500000000.0,PA,5.0,saocarlos,ananindeua,muitodistante,10,10.769427495216181,11.0,17,1,7,1,1.0,9.0,10.0,1.0
13.0,Mira,maquina,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,12,10.870284416191609,11.0,16,1,4,0,-1.0,11.0,10.0,-1.0
17.0,Mira,maquina,Norte,228308500000000.0,PA,5.0,saocarlos,ananindeua,muitodistante,12,10.544017031201957,11.0,17,1,5,0,-1.0,11.0,9.0,-2.0
17.0,Mira,fogao,Norte,2.2732351e+16,PA,5.0,saocarlos,belem,muitodistante,12,10.969879488529383,11.0,16,1,4,0,-1.0,11.0,10.0,-1.0
9.0,Buslog,micro-ondas,Norte,6356949400000000.0,AP,0.0,saocarlos,florianopolis,mediadistancia,2,5.348861666577361,5.0,6,1,4,1,3.0,2.0,5.0,3.0
12.0,Venkon,maquina,Norte,5340937000000000.0,TO,0.0,saocarlos,marica,mediadistancia,3,5.932972873874741,6.0,8,1,5,1,3.0,3.0,5.0,2.0
18.0,Mira,fogao,Norte,2.4633139e+16,AM,5.0,saocarlos,manaus,muitodistante,22,20.527544852906303,21.0,26,1,4,0,-1.0,20.0,19.0,-1.0
19.0,Mira,maquina,Norte,228308500000000.0,PA,5.0,saocarlos,ananindeua,muitodistante,12,10.597232100384968,11.0,17,1,5,0,-1.0,10.0,9.0,-1.0
11.0,Mira,maquina,Norte,2.4633139e+16,AM,6.0,saocarlos,manaus,muitodistante,21,20.1924247979052,20.0,25,1,4,0,-1.0,20.0,19.0,-1.0
12.0,Mira,fogao,Norte,2.4633139e+16,AM,6.0,saocarlos,manaus,muitodistante,21,19.748088683670908,20.0,25,1,4,0,-1.0,20.0,18.0,-2.0
14.0,Mira,forno,Norte,2.4633139e+16,AM,6.0,saocarlos,manaus,muitodistante,21,19.199411889923084,19.0,25,1,4,0,-2.0,20.0,18.0,-2.0
21.0,Mira,forno,Norte,6560398000000000.0,TO,6.0,saocarlos,palmas,longadistancia,11,10.862693567766248,11.0,11,1,0,1,0.0,10.0,9.0,-1.0
12.0,Mira,fogao,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,14,9.49387748723442,9.0,15,1,1,0,-5.0,14.0,10.0,-4.0
15.0,Bertolini,cooktop,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,14,11.311467796348271,11.0,21,1,7,0,-3.0,14.0,11.0,-3.0
21.0,Mira,forno,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,20,18.81736426335509,19.0,27,1,7,0,-1.0,19.0,19.0,0.0
22.0,Mira,fogao,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,10,10.133625015928882,10.0,15,1,5,1,0.0,9.0,10.0,1.0
9.0,Mira,fogao,Norte,2.4633139e+16,AM,1.0,saocarlos,manaus,muitodistante,23,19.23314797995417,19.0,27,1,4,0,-4.0,23.0,19.0,-4.0
18.0,Mira,forno,Norte,228308500000000.0,PA,1.0,saocarlos,ananindeua,muitodistante,7,9.854458797299076,10.0,16,1,9,1,3.0,7.0,10.0,3.0
15.0,Bertolini,cooktop,Norte,2.2483544e+16,RO,1.0,saocarlos,portovelho,muitodistante,12,12.133187042329837,12.0,19,1,7,1,0.0,12.0,12.0,0.0
6.0,Mira,fogao,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,12,10.246559529530776,10.0,15,1,3,0,-2.0,12.0,10.0,-2.0
9.0,Mira,fogao,Norte,228308500000000.0,PA,2.0,saocarlos,ananindeua,muitodistante,14,9.915930562163915,10.0,18,1,4,0,-4.0,14.0,10.0,-4.0
13.0,Mira,maquina,Norte,2.2732351e+16,PA,2.0,saocarlos,belem,muitodistante,11,10.20490240337566,10.0,15,1,4,0,-1.0,11.0,10.0,-1.0
16.0,Mira,maquina,Norte,1137563300000000.0,TO,2.0,saocarlos,gurupi,longadistancia,14,11.210111790843499,11.0,19,1,5,0,-3.0,14.0,10.0,-4.0
11.0,Favorita,maquina,Norte,6560398000000000.0,TO,2.0,saocarlos,palmas,longadistancia,12,8.375123688973872,8.0,15,1,3,0,-4.0,12.0,8.0,-4.0
18.0,Bertolini,cooktop,Norte,2.2898438e+16,PA,2.0,saocarlos,castanhal,muitodistante,11,11.338525597464056,11.0,25,1,14,1,0.0,11.0,11.0,0.0
20.0,Bertolini,cooktop,Norte,1.9309733e+16,RO,2.0,saocarlos,ji-parana,muitodistante,8,11.411373756933466,11.0,22,1,14,1,3.0,8.0,11.0,3.0
19.0,Venkon,maquina,Norte,4145054000000000.0,RR,2.0,saocarlos,curitiba,mediadistancia,2,6.533008979442515,7.0,4,1,2,1,5.0,2.0,5.0,3.0
8.0,Mira,maquina,Norte,1.6351456e+16,TO,3.0,saocarlos,araguaina,muitodistante,17,12.519382780293785,13.0,17,1,0,0,-4.0,16.0,13.0,-3.0
14.0,Mira,maquina,Norte,2.2898438e+16,PA,3.0,saocarlos,castanhal,muitodistante,12,11.30085405653612,11.0,18,1,6,0,-1.0,11.0,12.0,1.0
17.0,Favorita,forno,Norte,6560398000000000.0,TO,3.0,saocarlos,palmas,longadistancia,11,9.193765525333927,9.0,13,1,2,0,-2.0,11.0,8.0,-3.0
0.0,Mira,maquina,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.459776725449068,11.0,17,1,6,1,0.0,11.0,12.0,1.0
11.0,Mira,cooktop,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,11,11.39148578129733,11.0,17,1,6,1,0.0,11.0,11.0,0.0
18.0,Mira,fogao,Norte,2.2732351e+16,PA,4.0,saocarlos,belem,muitodistante,10,11.385153866358479,11.0,17,1,7,1,1.0,10.0,11.0,1.0
12.0,Mira,fogao,Norte,2.2898438e+16,PA,5.0,saocarlos,castanhal,muitodistante,10,10.974290146775862,11.0,17,1,7,1,1.0,8.0,10.0,2.0
9.0,Mira,fogao,Norte,2.2898438e+16,PA,0.0,saocarlos,castanhal,muitodistante,7,9.748408702798356,10.0,16,1,9,1,3.0,7.0,10.0,3.0
14.0,Mira,maquina,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,13,9.476635373776254,9.0,13,1,0,0,-4.0,13.0,9.0,-4.0
20.0,Mira,fogao,Norte,2.2732351e+16,PA,0.0,saocarlos,belem,muitodistante,10,9.830193868624526,10.0,15,1,5,1,0.0,10.0,10.0,0.0
15.0,Favorita,micro-ondas,Norte,2.4633139e+16,AM,0.0,saocarlos,manaus,muitodistante,21,19.728540051327798,20.0,13,0,-8,0,-1.0,21.0,19.0,-2.0
21.0,Mira,cooktop,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,13,10.239132632099349,10.0,13,1,0,0,-3.0,12.0,9.0,-3.0
13.0,Mira,forno,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,7,10.33403232154737,10.0,15,1,8,1,3.0,7.0,10.0,3.0
22.0,Favorita,micro-ondas,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,8,8.452120589981622,8.0,13,1,5,1,0.0,7.0,8.0,1.0
23.0,Favorita,micro-ondas,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,10,8.84085000521251,9.0,13,1,3,0,-1.0,9.0,8.0,-1.0
15.0,Favorita,micro-ondas,Norte,177286900000000.0,PA,1.0,saocarlos,parauapebas,muitodistante,9,10.548530747271329,11.0,15,1,6,1,2.0,9.0,11.0,2.0
22.0,Favorita,maquina,Norte,6560398000000000.0,TO,1.0,saocarlos,palmas,longadistancia,7,8.844757638481065,9.0,13,1,6,1,2.0,7.0,8.0,1.0
21.0,Mira,maquina,Norte,2.2732351e+16,PA,1.0,saocarlos,belem,muitodistante,9,10.695455567462021,11.0,15,1,6,1,2.0,7.0,10.0,3.0
11.0,Favorita,forno,Norte,6560398000000000.0,TO,2.0,saocarlos,palmas,longadistancia,13,8.259669791676153,8.0,15,1,2,0,-5.0,12.0,8.0,-4.0
11.0,Favorita,maquina,Norte,6560398000000000.0,TO,6.0,saocarlos,palmas,longadistancia,8,9.508292618185987,10.0,14,1,6,1,2.0,7.0,8.0,1.0
12.0,Favorita,fogao,Norte,6560398000000000.0,TO,6.0,saocarlos,palmas,longadistancia,8,9.427377331008667,9.0,14,1,6,1,1.0,7.0,8.0,1.0
18.0,Favorita,micro-ondas,Norte,6560398000000000.0,TO,0.0,saocarlos,palmas,longadistancia,7,8.087686729209253,8.0,14,1,7,1,1.0,7.0,8.0,1.0
14.0,Favorita,forno,Norte,6560398000000000.0,TO,1.0,saocarlos,palmas,longadistancia,7,8.487759753484578,8.0,12,1,5,1,1.0,7.0,8.0,1.0
14.0,Bertolini,purificador,Norte,2.756795e+16,AM,2.0,tatuquara,beruri,muitodistante,27,25.66547761287427,26.0,62,1,35,0,-1.0,27.0,25.0,-2.0
8.0,Bertolini,lavadora,Norte,3327630300000000.0,RR,4.0,tatuquara,caracarai,muitodistante,24,18.30984669885445,18.0,45,1,21,0,-6.0,22.0,16.0,-6.0
15.0,Bertolini,bebedouro,Norte,3.0013491e+16,AC,0.0,tatuquara,tarauaca,muitodistante,18,24.91619426591686,25.0,43,1,25,1,7.0,17.0,25.0,8.0
12.0,Bertolini,aspirador,Norte,1.8392731e+16,PA,3.0,tatuquara,santanadoaraguaia,muitodistante,11,16.557065682236214,17.0,40,1,29,1,6.0,11.0,15.0,4.0
14.0,Bertolini,purificador,Norte,2535482100000000.0,PA,3.0,tatuquara,altamira,muitodistante,26,19.84390857454114,20.0,40,1,14,0,-6.0,25.0,19.0,-6.0
9.0,Bertolini,cooktop,Norte,2728512200000000.0,PA,4.0,tatuquara,santamariadopara,muitodistante,13,14.205574649346078,14.0,37,1,24,1,1.0,13.0,15.0,2.0
20.0,Bertolini,panela,Norte,2.175877e+16,PA,4.0,tatuquara,novoprogresso,muitodistante,11,13.935664918590266,14.0,38,1,27,1,3.0,9.0,12.0,3.0
12.0,Bertolini,bebedouro,Norte,2535482100000000.0,PA,5.0,tatuquara,altamira,muitodistante,23,19.25484409460404,19.0,39,1,16,0,-4.0,22.0,19.0,-3.0
12.0,Bertolini,bebedouro,Norte,2.7679473e+16,PA,5.0,tatuquara,braganca,muitodistante,15,16.698664964287268,17.0,39,1,24,1,2.0,14.0,16.0,2.0
17.0,Bertolini,lavadora,Norte,3412887300000000.0,RR,0.0,tatuquara,boavista,muitodistante,20,19.327013076642935,19.0,34,1,14,0,-1.0,19.0,19.0,0.0
